,ID,IDADE,FAIXA IDADE,GENERO,COR/RACA/ETNIA,PCD,EXPERIENCIA_PROFISSIONAL_PREJUDICADA,PREJUDICA?,ASPECTOS_PREJUDICADOS,VIVE_NO_BRASIL,ESTADO ONDE MORA,UF ONDE MORA,REGIAO ONDE MORA,MUDOU DE ESTADO?,REGIAO DE ORIGEM,NIVEL DE ENSINO,ÁREA DE FORMAÇÃO,COMPUTAÇÃO?,QUAL SUA SITUAÇÃO ATUAL DE TRABALHO?,SETOR,NUMERO DE FUNCIONARIOS,GESTOR?,CARGO COMO GESTOR,CARGO ATUAL,NIVEL,FAIXA SALARIAL,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE DADOS VOCÊ TEM?,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE TI/ENGENHARIA DE SOFTWARE VOCÊ TEVE ANTES DE COMEÇAR A TRABALHAR NA ÁREA DE DADOS?,SALARIO
1363,ogbayyi0ck8v1l185jxtz2ogbaymh1bn,42,40-44,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Distrito Federal (DF),DF,Centro-oeste,0,Nordeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,FALSE,Empregado (CLT),Área da Saúde,Acima de 3.000,1,Supervisor/Coordenador,,,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,35000
1364,og8o4pbhdamndpybog8dqh44819eh791,20,17-21,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Estagiário,Finanças ou Bancos,Acima de 3.000,0,,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,2500
1365,og0mhoi1ej2giatog0mhb52ozkm7un9x,34,30-34,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Pós-graduação,Outras Engenharias,FALSE,Empregado (CLT),Seguros ou Previdência,de 101 a 500,1,Supervisor/Coordenador,,,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,14000
1366,oflcan0wl967kwn4ryehsoflca10okjw,38,35-39,Masculino,Branca,Não,,FALSE,,TRUE,Rio Grande do Sul (RS),RS,Sul,1,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Varejo,Acima de 3.000,1,Gerente/Head,,,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,de 3 a 4 anos,14000
1367,ofkav4m37dy8kxofk2enctuexs495h6h,24,22-24,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",FALSE,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",TRUE,Espírito Santo (ES),ES,Sudeste,1,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Estagiário,Setor Automotivo,Acima de 3.000,0,,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Menos de 1 ano,1500
1368,ofidcjb9isi4eu6fezsdwofidcjzgy52,28,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Rio Grande do Sul (RS),RS,Sul,1,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Empregado (CLT),Outra Opção,de 51 a 100,0,,Outra Opção,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,2500
1369,of31td08jotndj8zpof31td9jue9nn5c,39,35-39,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,FALSE,Empregado (CLT),Telecomunicação,de 501 a 1.000,1,Gerente/Head,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,de 3 a 4 anos,18000
1370,oertd1vghvrtm4js8oertqenzr1u61ea,21,17-21,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",FALSE,"Atenção dada pelas pessoas diante das minhas opiniões e ideias, Velocidade de progressão de carreira",TRUE,Rio Grande do Sul (RS),RS,Sul,1,,Não tenho graduação formal,,FALSE,Freelancer,Finanças ou Bancos,de 51 a 100,0,,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,de 3 a 4 anos,2500
1371,oedxhf1lq3mix81nqp2oedxhf1cmhh0v,26,25-29,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",TRUE,"Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",TRUE,Santa Catarina (SC),SC,Sul,0,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,0,,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Menos de 1 ano,5000
1372,oea69f1oepxis2q2ckusoea69pgcm65q,40,40-44,Masculino,Branca,Não,,FALSE,,TRUE,Paraná (PR),PR,Sul,1,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Empregado (CLT),Varejo,Acima de 3.000,1,Supervisor/Coordenador,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,de 3 a 4 anos,18000
1373,odzl2c057k4iiu0i5i7godzl2cy00mq9,30,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empreendedor ou Empregado (CNPJ),Internet/Ecommerce,de 11 a 50,0,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Mais de 10 anos,7000
1374,odo37ea5iv7imv0ryodo378mubkl5mge,28,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Rio Grande do Norte (RN),RN,Nordeste,1,,Estudante de Graduação,Outras Engenharias,FALSE,Empregado (CLT),Telecomunicação,Acima de 3.000,0,,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Menos de 1 ano,3500
1375,odfxouc4ehi1mm9cnwqodfxoml7n6qna,26,25-29,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,FALSE,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
1376,od83adr93njfh9od83az4l6ol81e7dxk,24,22-24,Masculino,Branca,Não,,FALSE,,TRUE,Bahia (BA),BA,Nordeste,0,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Finanças ou Bancos,de 101 a 500,0,,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,14000
1377,och5r4k61sqs8ucyoch5rbb9kchc9tok,23,22-24,Masculino,Branca,Não,,FALSE,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1,,Graduação/Bacharelado,Outras Engenharias,FALSE,"Desempregado, buscando recolocação",,,,,,,,,,
1378,obtgvlp4h7eretu61kd3xnobtg7kwyrn,32,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Setor Alimentício,Acima de 3.000,0,,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos,10000
1379,ob9nnu11ty719r14job9nndaq38mye41,27,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",FALSE,"Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Outra opção,FALSE,Empregado (CLT),Finanças ou Bancos,de 1.001 a 3.000,0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,7000
1380,oariw4w0lgi183ayyg5pnhoariw4wymy,27,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",FALSE,"Quantidade de oportunidades de emprego/vagas recebidas, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante a minhas opiniões e ideias, Aprovação em processos seletivos/entrevistas, Senioridade das vagas recebidas em relação à sua experiência",TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,0,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 7 a 10 anos,5000
1381,oaq2shoyxut3yr7oaq2shpz0tomxm5xi,28,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Amazonas (AM),AM,Norte,0,Nordeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,FALSE,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,0,,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
1382,oa8cgmxc707yme37oa8cgmuyg2j8y37r,25,25-29,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,FALSE,Empregado (CLT),Setor Automotivo,de 51 a 100,1,Gerente/Head,,,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,14000
1383,o9rq581j7qdj8frjw3mif274wo9rq58l,28,25-29,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",TRUE,Aprovação em processos seletivos/entrevistas,TRUE,Pernambuco (PE),PE,Nordeste,1,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Somente Estudante (graduação),,,,,,,,,,
1384,o9em90o5v8pver8qceoco9em90o8yyaz,24,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1,,Não tenho graduação formal,,FALSE,"Desempregado, buscando recolocação",,,,,,,,,,
1385,o941bing48mq2zvnnbz2o941biro8wyh,21,17-21,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,0,,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Menos de 1 ano,1500
1386,o8jj6ycbnzfby9m5ego84y4o8jj6j6bf,28,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",FALSE,"Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Oportunidades de progressão de carreira, Quantidade de oportunidades de emprego/vagas recebidas, Relação com outros membros da empresa, em momentos de trabalho",TRUE,Distrito Federal (DF),DF,Centro-oeste,1,,Graduação/Bacharelado,Outras Engenharias,FALSE,Empregado (CLT),Área de Consultoria,de 101 a 500,0,,Engenheiro de Machine Learning/ML Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Menos de 1 ano,10000
1387,o7t8nl2y8ydldswu4y1csejo7t8nl1ik,31,30-34,Masculino,Branca,Não,,FALSE,,TRUE,Rio Grande do Sul (RS),RS,Sul,1,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Agronegócios,Acima de 3.000,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 5 a 6 anos,10000
1388,o7q2ve6oe7pz3nf1tuo7q2va2hw7cc8c,39,35-39,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",TRUE,Velocidade de progressão de carreira,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,0,,Analista de Suporte/Analista Técnico,Pleno,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,de 5 a 6 anos,2500
1389,o78avcbvdw6x92gryr2o78a7pdp056lv,37,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Rio Grande do Norte (RN),RN,Nordeste,0,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Varejo,Acima de 3.000,0,,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
1390,o77ol2u2cg28scp6datvo77ol2u64bi9,23,22-24,Masculino,Branca,Não,,FALSE,,FALSE,,,,,,Graduação/Bacharelado,Outra opção,FALSE,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Internet/Ecommerce,Acima de 3.000,0,,Cientista de Dados/Data Scientist,Pleno,Acima de R$ 40.001/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,40000
1391,o6xmjy229m1qsa4v2jqlqpuo6xmjycvl,29,25-29,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",TRUE,"Relação com outros membros da empresa, em momentos de trabalho",TRUE,São Paulo (SP),SP,Sudeste,0,Sudeste,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,FALSE,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,1,Team Leader/Tech Leader,,,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,de 1 a 2 anos,14000
1392,o65n24q7lnb0826azqno65n246xto7o4,27,25-29,Masculino,Branca,Não,,FALSE,,TRUE,Minas Gerais (MG),MG,Sudeste,1,,Doutorado ou Phd,Outras Engenharias,FALSE,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,7000
1393,o5pjrn81x1l1o5pjdywrnwlqfnbxxqdy,39,35-39,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Paraná (PR),PR,Sul,0,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Empregado (CLT),Indústria,Acima de 3.000,0,,Analista de Suporte/Analista Técnico,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,7000
1394,o53y9lymt3sa0cxkkpq3o53y9ly30wb4,18,17-21,Masculino,Branca,Não,,FALSE,,TRUE,Pará (PA),PA,Norte,1,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,FALSE,Estagiário,Tecnologia/Fábrica de Software,de 501 a 1.000,0,,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Menos de 1 ano,1500
1395,o4x7e6r4c78zoko4x7vpy7avxl3cebvv,39,35-39,Masculino,Branca,Não,,FALSE,,TRUE,Santa Catarina (SC),SC,Sul,0,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Setor Farmaceutico,Acima de 3.000,1,Gerente/Head,,,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,Mais de 10 anos,18000
1396,o4msjaj04qyd5hh8hmhjo4msjafsf6og,44,40-44,Masculino,Branca,Não,,FALSE,,FALSE,,,,,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,"Desempregado, buscando recolocação",,,,,,,,,,
1397,o48kvt3tdno63i6rkzqao48kvt6g0oep,26,25-29,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Estagiário,Finanças ou Bancos,Acima de 3.000,0,,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1500
1398,o469xkxx5rzjhpmbgl7o469xkm5nzd4w,38,35-39,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Setor Imobiliário/ Construção Civil,de 1.001 a 3.000,1,Diretor/VP,,,Acima de R$ 40.001/mês,Mais de 10 anos,Menos de 1 ano,40000
1399,o44pzdmz1pbe0i25fjlhxo44pzmgvs1d,24,22-24,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Bahia (BA),BA,Nordeste,1,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,FALSE,Empregado (CLT),Entretenimento ou Esportes,de 101 a 500,0,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,5000
1400,o3rl3wq6jykk04s9erf5o3rl3wvxd0np,20,17-21,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,FALSE,Estagiário,Setor Farmaceutico,de 11 a 50,0,,Analista de Inteligência de Mercado/Market Intelligence,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1500
1401,o3mwkdxr7i71yuo3mwmq80bbjwcg5to9,28,25-29,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,0,Nordeste,Graduação/Bacharelado,Outras Engenharias,FALSE,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,de 1 a 5,1,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
1402,o34hoowargdbmmflo34hey93n8jxpphf,33,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,FALSE,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,1,Gerente/Head,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Mais de 10 anos,18000
1403,o31tsyof4j8sixc7vo31tsyw4xf5igfg,24,22-24,Masculino,Branca,Não,,FALSE,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Telecomunicação,Acima de 3.000,0,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Menos de 1 ano,5000
1404,o2xtnpfia31dyip76xfm8o2xtnv82w8x,39,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Distrito Federal (DF),DF,Centro-oeste,1,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Empregado (CLT),Varejo,Acima de 3.000,0,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
1405,o2desrpym6xn2uk1waao2deshn9p5try,24,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Empregado (CLT),Finanças ou Bancos,de 101 a 500,0,,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Menos de 1 ano,3500
1406,o2blw30jczejjsl49to2blw30j078jvi,44,40-44,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Agronegócios,Acima de 3.000,1,Gerente/Head,,,de R$ 20.001/mês a R$ 25.000/mês,de 1 a 2 anos,Mais de 10 anos,22500
1407,o1k0l85k0vnnudtmoim9bo1k0l8z9dhk,28,25-29,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Graduação/Bacharelado,Outras Engenharias,FALSE,Empregado (CLT),Finanças ou Bancos,de 101 a 500,0,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10000
1408,o1hthrnifa0n6xtfkl4o1hthj7mnw3mh,31,30-34,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",TRUE,Velocidade de progressão de carreira,TRUE,Distrito Federal (DF),DF,Centro-oeste,1,,Pós-graduação,Outra opção,FALSE,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,0,,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,5000
1409,o1gwglu6r5z8v42iro1gwf9dqex6oar5,24,22-24,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Empregado (CLT),Seguros ou Previdência,Acima de 3.000,0,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Menos de 1 ano,5000
1410,o1fdzv6fgtyll7soq583y1o1fdzvo4g8,27,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,FALSE,,TRUE,Minas Gerais (MG),MG,Sudeste,1,,Pós-graduação,Outras Engenharias,FALSE,Empreendedor ou Empregado (CNPJ),Marketing,de 11 a 50,0,,Analista de Inteligência de Mercado/Market Intelligence,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,3500
1411,o1d3jae3ax6pg1zxkze2xo1d3ja1quzl,32,30-34,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 501 a 1.000,1,Team Leader/Tech Leader,,,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 7 a 10 anos,10000
1412,o116rt8cdc4l9uvx9vloo116ru9kpiv7,24,22-24,Masculino,Branca,Não,,FALSE,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,FALSE,Trabalho na área Acadêmica/Pesquisador,,,,,,,,,,
1413,o0nxld8famlualo0nxld7bbpwmtec0em,30,30-34,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,0,,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,FALSE,Empregado (CLT),Área de Consultoria,de 101 a 500,0,,Cientista de Dados/Data Scientist,Sênior,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,35000
1414,o0n1wm76elppn5091ptko0n1w8r3kt45,40,40-44,Masculino,Branca,Não,,FALSE,,TRUE,São Paulo (SP),SP,Sudeste,1,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,TRUE,Empregado (CLT),Outra Opção,Acima de 3.000,1,Supervisor/Coordenador,,,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,Mais de 10 anos,18000
1415,o0guxxjy7wyu0mt8dh2rljo0guxx20jd,28,25-29,Masculino,Branca,Não,,FALSE,,TRUE,Pernambuco (PE),PE,Nordeste,1,,Graduação/Bacharelado,Outras Engenharias,FALSE,"Desempregado, buscando recolocação",,,,,,,,,,
