ID,IDADE,FAIXA IDADE,GENERO,COR/RACA/ETNIA,PCD,EXPERIENCIA_PROFISSIONAL_PREJUDICADA,ASPECTOS_PREJUDICADOS,VIVE_NO_BRASIL,ESTADO ONDE MORA,UF ONDE MORA,REGIAO ONDE MORA,MUDOU DE ESTADO?,REGIAO DE ORIGEM,NIVEL DE ENSINO,ÁREA DE FORMAÇÃO,QUAL SUA SITUAÇÃO ATUAL DE TRABALHO?,SETOR,NUMERO DE FUNCIONARIOS,GESTOR?,CARGO COMO GESTOR,CARGO ATUAL,NIVEL,FAIXA SALARIAL,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE DADOS VOCÊ TEM?,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE TI/ENGENHARIA DE SOFTWARE VOCÊ TEVE ANTES DE COMEÇAR A TRABALHAR NA ÁREA DE DADOS?
4e5es6o4c42yynqiv3ak54e5es6j1xtd,31,30-34,Masculino,Branca,Não,,,TRUE,Ceará (CE),CE,Nordeste,TRUE,,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
4e3kptxkarspt7i89j4e3kpa3spyk15u,38,35-39,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Química / Física,"Desempregado, buscando recolocação",,,,,,,,,
4e1gbv0904kcveiavw4e1gbvhvaupv9v,23,22-24,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empreendedor ou Empregado (CNPJ),Marketing,de 51 a 100,FALSE,,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
4c7scrwppspjou4h3qfe4c7sevu9gxzt,24,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Sergipe (SE),SE,Nordeste,TRUE,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Varejo,de 6 a 10,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
4blfvifqh9p7pu4blfvoa9nuoee4oa9c,34,30-34,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,de 3 a 4 anos
4bgr8pcf7uvlyuiuvt4bgr8p0bqjyomk,29,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,FALSE,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3.000,TRUE,Gerente/Head,,,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,de 3 a 4 anos
4b8883nt26y044b88od74vs11uej7a5c,24,22-24,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Relação com outros membros da empresa, em momentos de trabalho",TRUE,Bahia (BA),BA,Nordeste,TRUE,,Graduação/Bacharelado,Outra opção,Empregado (CLT),Educação,de 501 a 1.000,FALSE,,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Menos de 1 ano
4aompf4py45nweqb66gaabor4aompfdt,39,35-39,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Oportunidades de progressão de carreira, Velocidade de progressão de carreira",TRUE,Ceará (CE),CE,Nordeste,FALSE,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Internet/Ecommerce,de 101 a 500,FALSE,,Engenheiro de Machine Learning/ML Engineer,Sênior,Acima de R$ 40.001/mês,de 3 a 4 anos,Mais de 10 anos
49itxndt3xhofaimlhax049itxndthuz,27,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,de 51 a 100,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Menos de 1 ano
48ltnes1rhh33eg764m48ltnei7ignut,40,40-44,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,FALSE,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,de 1.001 a 3.000,TRUE,Diretor/VP,,,Acima de R$ 40.001/mês,Mais de 10 anos,Mais de 10 anos
48cul2l7t08314ms648cu7xym9z9rdcm,28,25-29,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",TRUE,Paraná (PR),PR,Sul,TRUE,,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Outra Opção,Acima de 3.000,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Mais de 10 anos
488xexvyr9bxaq8488xex0r5nqiphtta,28,25-29,Feminino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira",TRUE,Ceará (CE),CE,Nordeste,TRUE,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Menos de 1 ano
47i9qsnpmea78mkjf7cpz47i9qsnp0fs,28,25-29,Masculino,Branca,Não,,,TRUE,Santa Catarina (SC),SC,Sul,TRUE,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
47dbaugsc4rrbuojc4u4947dbau7gze3,44,40-44,Masculino,Branca,Não,,,TRUE,Ceará (CE),CE,Nordeste,TRUE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Público,de 51 a 100,TRUE,Gerente/Head,,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,de 7 a 10 anos
46x862jzrz6vkc46xysse1qhrfuvmape,35,35-39,Masculino,Branca,Não,,,TRUE,Rio Grande do Sul (RS),RS,Sul,TRUE,,Mestrado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,TRUE,Supervisor/Coordenador,,,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
46gkfdjj86r7wf8bv46gksiitssjit86,36,35-39,Masculino,Branca,Não,,,TRUE,Rio Grande do Sul (RS),RS,Sul,TRUE,,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empreendedor ou Empregado (CNPJ),Setor Farmaceutico,de 1.001 a 3.000,FALSE,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
46925doxpbix7bx46925dixfcdx0nr6a,28,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Minas Gerais (MG),MG,Sudeste,TRUE,,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,,,,,
46849sovgzwhtwybd44684wabmfe94uf,19,17-21,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Bahia (BA),BA,Nordeste,TRUE,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Setor Público,de 11 a 50,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
463qex9u3ie1wziigtx13qo6463qexms,,55+,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,
45ubcvjgl72kag45ubcz6h4csbesoplx,40,40-44,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,Acima de 3.000,TRUE,Supervisor/Coordenador,,,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,de 1 a 2 anos
45m86eio44b0redsjia8c7145m86eiob,28,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",TRUE,Santa Catarina (SC),SC,Sul,FALSE,Sul,Mestrado,Outras Engenharias,Empregado (CLT),Setor de Energia,de 51 a 100,FALSE,,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
45glhpi85ugcstzsryl45glhpdgs7imw,44,40-44,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Bahia (BA),BA,Nordeste,TRUE,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,de 1.001 a 3.000,FALSE,,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Mais de 10 anos
43xj61h8nqmyphlvi3o8843xj6s59t53,28,25-29,Masculino,Branca,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,TRUE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,FALSE,,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 3 a 4 anos
43taksipxy3dz727a4ya43taifhgonll,23,22-24,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",TRUE,Minas Gerais (MG),MG,Sudeste,TRUE,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área de Consultoria,de 11 a 50,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
43hjnb86gajr0my43hjl290bhg7fumpb,22,22-24,Masculino,Branca,Não,,,TRUE,Paraná (PR),PR,Sul,TRUE,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,de 101 a 500,FALSE,,Analista de Suporte/Analista Técnico,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,de 3 a 4 anos
43g6v3uwhhshf43gtud5qrt9wimal7e5,27,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Varejo,Acima de 3.000,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
43ayakk6yzo4eos43aympmtu0d1b2jyb,28,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",TRUE,Minas Gerais (MG),MG,Sudeste,TRUE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Automotivo,Acima de 3.000,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
42smi9n6dj5aqc403042smi9hpdp0hva,33,30-34,Masculino,Branca,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,TRUE,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Educação,de 101 a 500,FALSE,,Analista de Inteligência de Mercado/Market Intelligence,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano
42le9sqiizp5ra08642lenu18uekjs1b,36,35-39,Masculino,Branca,Não,,,TRUE,Paraíba (PB),PB,Nordeste,FALSE,Sudeste,Doutorado ou Phd,Outras Engenharias,Somente Estudante (pós-graduação),,,,,,,,,
42iuqs38661zu1vat242imn7z313n7sl,39,35-39,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Doutorado ou Phd,Química / Física,Desempregado e não estou buscando recolocação,,,,,,,,,
41oz1vj3b7j4ykwtj41oz1faxf5f836b,20,17-21,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,"Desempregado, buscando recolocação",,,,,,,,,
41mdjeo39aodlkiiwp9uw41mpn4yqw4s,30,30-34,Masculino,Branca,Não,,,TRUE,Pernambuco (PE),PE,Nordeste,TRUE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 5 a 6 anos
41ejffv3ql2jzepgrwzy41ejffu39cjx,27,25-29,Masculino,Branca,Não,,,TRUE,Paraná (PR),PR,Sul,TRUE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,de 1.001 a 3.000,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,de 3 a 4 anos
40wzojhzi35amakq40wz0von1773oagy,28,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Demorei muito pra ingressar na área de dados, eu nem sabia que a área existia e achava que carreiras relacionadas a tecnologia era coisa de homem",TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Outra opção,Empregado (CLT),Indústria,Acima de 3.000,FALSE,,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
40vyha5ppui9ljh40vyhadcq5g7gjc2r,36,35-39,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Minas Gerais (MG),MG,Sudeste,FALSE,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Indústria,Acima de 3.000,TRUE,Supervisor/Coordenador,,,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos
40oob7wkaz4igalq940ods2tf4w20qaq,34,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Espírito Santo (ES),ES,Sudeste,FALSE,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Acima de 3.000,TRUE,Supervisor/Coordenador,,,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,de 5 a 6 anos
40oedxjzhetzgvf640oed7csnjjo5c7h,30,30-34,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Doutorado ou Phd,Química / Física,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Menos de 1 ano
40aegkcd7fn99zbuv40aegbw0548k47k,31,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Ceará (CE),CE,Nordeste,FALSE,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,FALSE,,Analista de Suporte/Analista Técnico,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
403oeqv3huw6aqw700yl403oeqpfvc99,43,40-44,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,TRUE,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Automotivo,Acima de 3.000,FALSE,,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
4034m44etlifd494034mrob8ayz4t58k,25,25-29,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Minas Gerais (MG),MG,Sudeste,TRUE,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 3 a 4 anos
3zo6c3ph5ynuqqhxd3zo6cdj0ff4vzho,23,22-24,Masculino,Branca,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,TRUE,,Estudante de Graduação,Outras Engenharias,"Desempregado, buscando recolocação",,,,,,,,,
3zhpdrz5kspntxqr6e3zhpg43e083osp,27,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Quantidade de oportunidades de emprego/vagas recebidas, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Relação com outros membros da empresa, em momentos de trabalho",TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
3z2tibf0md7tcy0nynby3z2tibf7y12j,32,30-34,Masculino,Branca,Não,,,TRUE,Goiás (GO),GO,Centro-oeste,TRUE,,Não tenho graduação formal,,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 6 a 10,FALSE,,Analista de Suporte/Analista Técnico,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,de 7 a 10 anos
3yq9pv7kd58q7hr53yqrshapsy17x73r,33,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",TRUE,São Paulo (SP),SP,Sudeste,FALSE,Sul,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Indústria,Acima de 3.000,TRUE,Team Leader/Tech Leader,,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
3yozyf7p481xtmvz23yoz93x7xoajl33,26,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,FALSE,Sudeste,Graduação/Bacharelado,Outra opção,Empregado (CLT),Seguros ou Previdência,de 101 a 500,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Menos de 1 ano
3yorryjf9drrcksm4gon3yorrw1uslgz,25,25-29,Masculino,Branca,Não,,,TRUE,Pará (PA),PA,Norte,TRUE,,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,,,,,
3yih0y1b1yuw4j2b7skk3yih0y1bv7hv,25,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Pará (PA),PA,Norte,FALSE,Nordeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos
3y7c8u68qcy8h7byoi3y7crcc4ba6xa0,25,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 1 a 2 anos
3xngewpmrb6tuavi493xnge44sk6tzpe,27,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Pará (PA),PA,Norte,TRUE,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Setor de Energia,Acima de 3.000,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,de 1 a 2 anos
3x8yyb0jueilri780813x8yyb9qxpmz3,30,30-34,Masculino,Branca,Não,,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,TRUE,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Público,Acima de 3.000,FALSE,,Analista de Suporte/Analista Técnico,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Mais de 10 anos,Mais de 10 anos
3wpvz9dtjifhnj2l3py3wpvz9fxz1f8a,25,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Paraná (PR),PR,Sul,TRUE,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Internet/Ecommerce,de 11 a 50,FALSE,,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
3wd4h1urw42spymau3wd4h1fghym9kjt,25,25-29,Masculino,Branca,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,TRUE,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Outra Opção,Acima de 3.000,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,de 5 a 6 anos
3waz6yf31wwnfcw3wfjb6povbfr35nzs,33,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,FALSE,,,,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
3w5bjusedofb3k83w5rey33gnfvgicwt,29,25-29,Masculino,Branca,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,TRUE,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
3vyxxcqpf21rsn881uf3vyxxcew5wb3f,33,30-34,Masculino,Branca,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,TRUE,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Educação,de 101 a 500,TRUE,Gerente/Head,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
3vqsu8bdt66bdn25tg3vqsu8atqrqpiw,24,22-24,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,TRUE,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,de 1.001 a 3.000,FALSE,,Analista de Inteligência de Mercado/Market Intelligence,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano
